GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Type_Occupation,Family_Members,Label,Age,Employment_Status,Employed_years,income_bin
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,Managers,2,approved,28.126027397260273,Y,4.526027397260274,30-66w
F,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,4,approved,41.153424657534245,Y,18.846575342465755,14.4-22.2w
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,65.75616438356164,N,,10.8-14.4w
M,Y,N,2,180000.0,Commercial associate,Higher education,Married,House / apartment,Managers,4,approved,43.057534246575344,Y,7.323287671232877,14.4-22.2w
F,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,Managers,3,approved,24.745205479452054,Y,1.1506849315068493,10.8-14.4w
F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,Core staff,2,approved,42.082191780821915,Y,1.1315068493150684,10.8-14.4w
M,Y,Y,0,162000.0,Working,Secondary / secondary special,not married,House / apartment,Drivers,1,approved,38.73424657534247,Y,2.936986301369863,14.4-22.2w
F,N,N,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,approved,45.775342465753425,Y,15.780821917808218,10.8-14.4w
F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,Unknown,2,approved,39.62191780821918,Y,5.126027397260274,22.2-30w
F,N,Y,2,184500.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,approved,27.156164383561645,Y,4.676712328767123,14.4-22.2w
F,N,Y,0,165600.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,58.583561643835615,N,,14.4-22.2w
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,57.9041095890411,N,,10.8-14.4w
M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,27.40821917808219,Y,5.375342465753425,10.8-14.4w
M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,not married,Rented apartment,Unknown,1,approved,51.465753424657535,Y,4.3780821917808215,14.4-22.2w
F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,59.78356164383562,N,,7.2-10.8w
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,2,approved,57.178082191780824,Y,4.336986301369863,14.4-22.2w
F,Y,Y,0,391500.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,46.56164383561644,Y,19.9013698630137,30-66w
M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,Accountants,3,approved,32.35342465753425,Y,1.4684931506849315,10.8-14.4w
F,N,N,1,112500.0,Working,Secondary / secondary special,not married,House / apartment,Unknown,2,approved,54.605479452054794,Y,3.5972602739726027,10.8-14.4w
F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,3,approved,39.45205479452055,Y,6.882191780821918,22.2-30w
M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,approved,50.24109589041096,Y,15.542465753424658,22.2-30w
M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,57.14794520547945,N,,30-66w
F,N,Y,0,189000.0,Pensioner,Higher education,Separated,House / apartment,Unknown,1,approved,62.06849315068493,N,,14.4-22.2w
F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,37.83835616438356,Y,9.26027397260274,14.4-22.2w
F,Y,Y,0,405000.0,Commercial associate,Incomplete higher,Married,House / apartment,Unknown,2,approved,50.73150684931507,Y,10.805479452054794,30-66w
F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,Managers,2,approved,41.49315068493151,Y,10.01095890410959,14.4-22.2w
F,N,Y,1,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,52.863013698630134,N,,10.8-14.4w
F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,52.02465753424657,Y,0.4684931506849315,3.6-7.2w
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,2,approved,42.21095890410959,Y,4.934246575342466,10.8-14.4w
F,Y,Y,0,157500.0,Commercial associate,Higher education,not married,House / apartment,Private service staff,1,approved,42.76986301369863,Y,3.117808219178082,14.4-22.2w
F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,Managers,2,approved,33.62739726027397,Y,10.805479452054794,10.8-14.4w
F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,56.66027397260274,N,,10.8-14.4w
F,N,N,0,180000.0,Working,Incomplete higher,not married,House / apartment,Core staff,1,approved,53.778082191780825,Y,5.197260273972603,14.4-22.2w
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,Unknown,1,approved,59.25753424657534,N,,10.8-14.4w
F,N,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,Sales staff,2,approved,32.64109589041096,Y,8.164383561643836,22.2-30w
F,N,Y,0,67500.0,Pensioner,Lower secondary,not married,House / apartment,Unknown,1,approved,60.67123287671233,N,,3.6-7.2w
M,Y,Y,0,337500.0,Working,Higher education,Married,With parents,Laborers,2,approved,29.101369863013698,Y,3.219178082191781,30-66w
F,N,Y,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,3,approved,35.04109589041096,Y,9.12054794520548,30-66w
F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,3,approved,30.252054794520546,Y,4.331506849315068,14.4-22.2w
M,Y,N,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,Core staff,4,approved,38.46027397260274,Y,17.96712328767123,10.8-14.4w
M,Y,Y,0,450000.0,Working,Higher education,Married,House / apartment,Managers,2,approved,52.293150684931504,Y,12.147945205479452,30-66w
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,2,approved,32.942465753424656,Y,0.5753424657534246,14.4-22.2w
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Security staff,3,approved,37.75890410958904,Y,8.306849315068494,10.8-14.4w
F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,31.073972602739726,Y,6.545205479452055,14.4-22.2w
F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,Accountants,2,approved,25.32054794520548,Y,0.38082191780821917,14.4-22.2w
M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,Laborers,2,approved,30.38082191780822,Y,4.019178082191781,14.4-22.2w
M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,67.15068493150685,N,,10.8-14.4w
F,N,N,0,81000.0,Working,Secondary / secondary special,not married,House / apartment,Private service staff,1,approved,48.97534246575343,Y,1.0328767123287672,7.2-10.8w
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,approved,48.775342465753425,Y,29.484931506849314,10.8-14.4w
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,33.723287671232875,Y,7.638356164383562,22.2-30w
M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,5,approved,36.43835616438356,Y,10.04931506849315,14.4-22.2w
F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,Private service staff,2,approved,54.31780821917808,Y,6.410958904109589,22.2-30w
F,N,N,2,157500.0,State servant,Higher education,Married,House / apartment,Medicine staff,4,approved,34.61917808219178,Y,14.643835616438356,14.4-22.2w
F,Y,N,0,216000.0,Working,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,54.15068493150685,Y,27.19178082191781,14.4-22.2w
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,42.76986301369863,Y,2.515068493150685,14.4-22.2w
F,N,Y,0,135000.0,Working,Secondary / secondary special,not married,House / apartment,Secretaries,1,approved,62.33150684931507,Y,11.558904109589042,10.8-14.4w
M,Y,N,1,247500.0,Working,Higher education,Married,House / apartment,Unknown,3,approved,25.46849315068493,Y,0.5315068493150685,22.2-30w
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,37.961643835616435,Y,8.246575342465754,14.4-22.2w
M,Y,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,62.961643835616435,N,,3.6-7.2w
F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,not married,House / apartment,Core staff,1,approved,44.87123287671233,Y,1.0136986301369864,7.2-10.8w
M,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,38.04109589041096,Y,0.6356164383561644,10.8-14.4w
F,Y,Y,0,247500.0,Working,Secondary / secondary special,not married,With parents,Sales staff,1,approved,32.24657534246575,Y,0.7808219178082192,22.2-30w
F,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,55.96986301369863,N,,22.2-30w
M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,Unknown,2,approved,32.11780821917808,Y,5.013698630136986,30-66w
F,N,Y,0,171000.0,Working,Higher education,Married,House / apartment,High skill tech staff,2,approved,50.26849315068493,Y,10.556164383561644,14.4-22.2w
F,Y,Y,2,180000.0,Commercial associate,Higher education,Married,House / apartment,Unknown,4,approved,32.106849315068494,Y,7.852054794520548,14.4-22.2w
M,Y,N,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,39.66849315068493,Y,2.8,30-66w
F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,39.50410958904109,Y,6.638356164383562,30-66w
F,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,30.87123287671233,Y,6.972602739726027,22.2-30w
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,59.05205479452055,N,,14.4-22.2w
M,Y,Y,0,83250.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,56.416438356164385,Y,17.068493150684933,7.2-10.8w
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,3,approved,40.964383561643835,Y,0.28493150684931506,14.4-22.2w
M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,not married,House / apartment,Managers,1,approved,47.87123287671233,Y,7.208219178082191,22.2-30w
M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,approved,34.47945205479452,Y,1.0054794520547945,14.4-22.2w
M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,33.56164383561644,Y,2.347945205479452,22.2-30w
F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,Core staff,4,approved,34.95068493150685,Y,13.389041095890411,14.4-22.2w
M,N,Y,0,114750.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Unknown,1,approved,58.26849315068493,N,,10.8-14.4w
F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,4,approved,34.93698630136986,Y,1.1863013698630136,7.2-10.8w
F,N,Y,0,47250.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Unknown,2,approved,58.66849315068493,N,,3.6-7.2w
F,N,N,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,65.07671232876713,N,,3.6-7.2w
F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,Managers,3,approved,46.58082191780822,Y,2.2,22.2-30w
F,N,N,0,450000.0,Working,Higher education,Married,House / apartment,Sales staff,2,approved,30.361643835616437,Y,9.208219178082192,30-66w
M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,58.52602739726027,Y,4.164383561643835,22.2-30w
M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,65.66849315068494,N,,7.2-10.8w
F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,66.01095890410959,N,,7.2-10.8w
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,33.35616438356164,Y,4.008219178082192,10.8-14.4w
F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,62.794520547945204,N,,22.2-30w
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,50.394520547945206,Y,14.123287671232877,10.8-14.4w
F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,Managers,2,approved,45.81643835616438,Y,1.9506849315068493,22.2-30w
F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,38.586301369863016,Y,8.893150684931507,22.2-30w
M,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,Core staff,2,approved,34.863013698630134,Y,13.715068493150685,14.4-22.2w
M,N,Y,0,180000.0,Working,Lower secondary,Married,House / apartment,Managers,2,approved,35.68219178082192,Y,6.002739726027397,14.4-22.2w
F,Y,N,1,108000.0,Commercial associate,Higher education,Married,House / apartment,Sales staff,3,approved,44.21369863013699,Y,1.180821917808219,10.8-14.4w
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,56.55068493150685,Y,2.915068493150685,22.2-30w
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,27.197260273972603,Y,2.2684931506849315,14.4-22.2w
F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,47.74520547945205,Y,13.353424657534246,30-66w
M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,not married,House / apartment,Laborers,1,approved,25.065753424657533,Y,3.334246575342466,22.2-30w
F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,62.64931506849315,N,,14.4-22.2w
F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,Unknown,3,approved,47.915068493150685,Y,20.704109589041096,10.8-14.4w
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,66.64931506849315,N,,10.8-14.4w
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,62.8,N,,14.4-22.2w
F,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,approved,38.1945205479452,Y,14.613698630136986,3.6-7.2w
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,Unknown,2,approved,42.74520547945205,Y,1.673972602739726,14.4-22.2w
M,N,Y,1,198000.0,Commercial associate,Incomplete higher,not married,House / apartment,Managers,2,approved,26.435616438356163,Y,0.3835616438356164,14.4-22.2w
F,N,N,0,234000.0,State servant,Higher education,Married,House / apartment,Core staff,2,approved,60.18356164383562,Y,14.287671232876713,22.2-30w
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,41.15890410958904,Y,1.2,14.4-22.2w
F,N,Y,3,207000.0,Commercial associate,Secondary / secondary special,not married,House / apartment,Unknown,4,approved,41.827397260273976,Y,1.263013698630137,14.4-22.2w
F,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,55.97808219178082,N,,14.4-22.2w
F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,35.75890410958904,Y,4.76986301369863,14.4-22.2w
F,N,Y,0,216000.0,Pensioner,Higher education,not married,House / apartment,Unknown,1,approved,55.85753424657534,N,,14.4-22.2w
F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,Unknown,2,approved,24.852054794520548,Y,2.6246575342465754,7.2-10.8w
F,N,N,0,69750.0,Pensioner,Secondary / secondary special,not married,Municipal apartment,Unknown,1,approved,60.23561643835617,N,,3.6-7.2w
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,37.99178082191781,Y,8.479452054794521,14.4-22.2w
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,With parents,Cooking staff,2,approved,44.33424657534247,Y,7.745205479452054,3.6-7.2w
